"Column Name","Label"
"S1702_C05_040M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C05_040MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C05_040EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!INCOME DEFICIT!!Mean income deficit for families (dollars)"
"S1702_C05_041E","Estimate!!Female householder, no husband present!!Total!!Families!!TENURE!!Owner occupied"
"S1702_C05_041M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!TENURE!!Owner occupied"
"S1702_C05_041MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!TENURE!!Owner occupied"
"S1702_C05_041EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!TENURE!!Owner occupied"
"S1702_C05_042E","Estimate!!Female householder, no husband present!!Total!!Families!!TENURE!!Renter Occupied"
"S1702_C05_042M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C05_042MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!TENURE!!Renter Occupied"
"S1702_C05_042EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!TENURE!!Renter Occupied"
"S1702_C05_043E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C05_043EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C05_043M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C05_043MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level"
"S1702_C05_044E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C05_044EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C05_044M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C05_044MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!125 percent of poverty level"
"S1702_C05_045E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C05_045EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C05_045M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C05_045MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!150 percent of poverty level"
"S1702_C05_046E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C05_046M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C05_046MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C05_046EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!185 percent of poverty level"
"S1702_C05_047E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C05_047EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C05_047M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C05_047MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!200 percent of poverty level"
"S1702_C05_048E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C05_048EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C05_048M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C05_048MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!300 percent of poverty level"
"S1702_C05_049E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C05_049EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C05_049M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C05_049MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!400 percent of poverty level"
"S1702_C05_050E","Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C05_050EA","Annotation of Estimate!!Female householder, no husband present!!Total!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C05_050M","Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C05_050MA","Annotation of Margin of Error!!Female householder, no husband present!!Total MOE!!Families!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!500 percent of poverty level"
"S1702_C06_001E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families"
"S1702_C06_001M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families"
"S1702_C06_001MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families"
"S1702_C06_001EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families"
"S1702_C06_002E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years"
"S1702_C06_002M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years"
"S1702_C06_002MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years"
"S1702_C06_002EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years"
"S1702_C06_003E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C06_003EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C06_003M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C06_003MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years"
"S1702_C06_004E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C06_004M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C06_004MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C06_004EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years"
"S1702_C06_005E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C06_005M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C06_005MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C06_005EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!With related children of householder under 18 years!!With related children of householder 5 to 17 years"
"S1702_C06_006E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C06_006M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C06_006MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C06_006EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone"
"S1702_C06_007E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C06_007EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C06_007M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C06_007MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Black or African American alone"
"S1702_C06_008E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C06_008M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C06_008MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C06_008EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!American Indian and Alaska Native alone"
"S1702_C06_009E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C06_009EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C06_009M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C06_009MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Asian alone"
"S1702_C06_010E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C06_010EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C06_010M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C06_010MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Native Hawaiian and Other Pacific Islander alone"
"S1702_C06_011E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C06_011M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C06_011MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C06_011EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Some other race alone"
"S1702_C06_012E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C06_012EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C06_012M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C06_012MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Two or more races"
"S1702_C06_013E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C06_013EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C06_013M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C06_013MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!Hispanic or Latino origin (of any race)"
"S1702_C06_014E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C06_014M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C06_014MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C06_014EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is--!!White alone, not Hispanic or Latino"
"S1702_C06_015E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder worked"
"S1702_C06_015EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder worked"
"S1702_C06_015M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder worked"
"S1702_C06_015MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder worked"
"S1702_C06_016E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_016M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_016MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_016EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder worked!!Householder worked full-time, year-round in the past 12 months"
"S1702_C06_017E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder 65 years and over"
"S1702_C06_017M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder 65 years and over"
"S1702_C06_017MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Householder 65 years and over"
"S1702_C06_017EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Householder 65 years and over"
"S1702_C06_018E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_018EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_018M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_018MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Family received --!!Supplemental Security Income (SSI) and/or cash public assistance income in the past 12 months"
"S1702_C06_019E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C06_019EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C06_019M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C06_019MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!Family received --!!Social security income in the past 12 months"
"S1702_C06_020E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_020EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_020M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_020MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Less than high school graduate"
"S1702_C06_021E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_021EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_021M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_021MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!High school graduate (includes equivalency)"
"S1702_C06_022E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_022EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_022M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_022MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Some college, associate's degree"
"S1702_C06_023E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_023EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_023M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_023MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!EDUCATIONAL ATTAINMENT OF HOUSEHOLDER!!Bachelor's degree or higher"
"S1702_C06_024E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C06_024EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C06_024M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C06_024MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No child"
"S1702_C06_025E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_025EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_025M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_025MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 children"
"S1702_C06_026E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_026EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_026M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_026MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 children"
"S1702_C06_027E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C06_027M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C06_027MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C06_027EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF RELATED CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!5 or more children"
"S1702_C06_028E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C06_028M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C06_028MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C06_028EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!No own child of the householder"
"S1702_C06_029E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_029M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_029MA","Annotation of Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_029EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!1 or 2 own children of the householder"
"S1702_C06_030E","Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C06_030EA","Annotation of Estimate!!Female householder, no husband present!!Percent below poverty level!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
"S1702_C06_030M","Margin of Error!!Female householder, no husband present!!Percent below poverty level MOE!!Families!!NUMBER OF OWN CHILDREN OF THE HOUSEHOLDER UNDER 18 YEARS!!3 or 4 own children of the householder"
